order_id,customer_id,store_id,order_date,payment_method,order_status
O006948,C08762,S002,2026-03-20,Debit,Completed
O006949,C01764,S008,2026-07-17,Cash,Completed
O006950,C01659,S008,2026-05-28,Debit,Completed
O006951,C02148,S004,2026-04-25,Credit Card,Completed
O006952,C04482,S007,2025-09-27,Debit,Completed
O006953,C09404,S003,2026-02-13,Debit,Completed
O006954,C01295,S005,2026-06-01,Debit,Completed
O006955,C08709,S003,2026-01-02,Cash,Completed
O006956,C08993,S008,2026-02-27,Cash,Completed
O006957,C06402,S001,2025-12-18,Credit Card,Completed
O006958,C08485,S001,2025-08-17,Cash,Completed
O006959,C08548,S004,2025-11-09,Cash,Completed
O006960,C00783,S005,2026-06-30,Debit,Completed
O006961,C03935,S006,2026-03-10,Credit Card,Completed
O006962,C09182,S007,2026-03-31,Credit Card,Completed
O006963,C08602,S007,2026-01-29,Credit Card,Completed
O006964,C01907,S008,2026-01-09,Cash,Completed
O006965,C07466,S003,2025-10-10,Cash,Completed
O006966,C08969,S007,2025-10-04,Cash,Completed
O006967,C01740,S008,2026-05-15,Credit Card,Completed
O006968,C03330,S005,2025-12-24,Cash,Completed
O006969,C00844,S003,2026-03-31,Cash,Completed
O006970,C05237,S007,2025-12-30,Credit Card,Completed
O006971,C00234,S006,2026-06-28,Cash,Completed
O006972,C09932,S003,2026-07-03,Credit Card,Completed
O006973,C06956,S001,2025-11-25,Cash,Completed
O006974,C01627,S001,2025-10-18,Cash,Completed
O006975,C07631,S007,2025-12-16,Credit Card,Completed
O006976,C03954,S003,2025-09-17,Credit Card,Completed
O006977,C06695,S007,2026-04-06,Debit,Completed
O006978,C07243,S006,2026-01-26,Debit,Completed
O006979,C02558,S005,2025-11-23,Credit Card,Completed
O006980,C01571,S007,2026-01-29,Debit,Completed
O006981,C04198,S003,2026-05-15,Cash,Completed
O006982,C06161,S002,2025-09-04,Cash,Completed
O006983,C02368,S006,2025-09-08,Cash,Completed
O006984,C00478,S003,2026-03-10,Cash,Completed
O006985,C05579,S008,2026-02-09,Cash,Completed
O006986,C06200,S001,2025-12-27,Cash,Completed
O006987,C05241,S004,2026-01-01,Credit Card,Completed
O006988,C03144,S005,2026-03-30,Cash,Completed
O006989,C07341,S005,2026-01-04,Debit,Completed
O006990,C09038,S001,2025-09-14,Credit Card,Completed
O006991,C01621,S001,2026-07-14,Cash,Completed
O006992,C07297,S005,2025-09-02,Cash,Completed
O006993,C08101,S004,2026-02-23,Debit,Completed
O006994,C04316,S008,2026-04-04,Cash,Completed
O006995,C08274,S008,2026-03-21,Debit,Completed
O006996,C03438,S003,2026-04-21,Debit,Completed
O006997,C04752,S005,2026-02-07,Debit,Completed
O006998,C02326,S003,2026-04-24,Credit Card,Completed
O006999,C06281,S008,2026-07-18,Cash,Completed
O007000,C04359,S006,2025-09-08,Cash,Completed
O007001,C03951,S001,2026-07-20,Credit Card,Completed
O007002,C08405,S007,2025-09-19,Debit,Completed
O007003,C02863,S006,2025-11-25,Cash,Completed
O007004,C09594,S003,2025-10-12,Debit,Completed
O007005,C02506,S006,2025-11-25,Debit,Completed
O007006,C07225,S007,2026-05-21,Credit Card,Completed
O007007,C06038,S004,2025-11-16,Cash,Completed
O007008,C04969,S003,2025-09-26,Debit,Completed
O007009,C01128,S001,2025-09-22,Credit Card,Completed
O007010,C08732,S008,2026-02-18,Credit Card,Completed
O007011,C09525,S001,2025-10-11,Cash,Completed
O007012,C02314,S002,2026-03-28,Credit Card,Completed
O007013,C08014,S003,2026-07-20,Cash,Completed
O007014,C06064,S008,2025-10-01,Cash,Completed
O007015,C00898,S001,2025-10-15,Cash,Completed
O007016,C08985,S008,2025-09-25,Credit Card,Completed
O007017,C00596,S005,2025-11-13,Credit Card,Completed
O007018,C06010,S006,2025-12-05,Cash,Completed
O007019,C02313,S008,2025-10-05,Credit Card,Completed
O007020,C05785,S004,2025-09-21,Credit Card,Completed
O007021,C01989,S002,2025-11-05,Debit,Completed
O007022,C08438,S004,2025-10-29,Credit Card,Completed
O007023,C08390,S004,2025-09-01,Credit Card,Completed
O007024,C09181,S003,2025-12-23,Cash,Completed
O007025,C07366,S006,2026-07-20,Cash,Completed
O007026,C05306,S001,2026-07-03,Cash,Completed
O007027,C04881,S006,2025-08-14,Debit,Completed
O007028,C09842,S001,2025-08-31,Debit,Completed
O007029,C08574,S007,2025-09-26,Debit,Completed
O007030,C08004,S001,2026-01-25,Cash,Completed
O007031,C08229,S007,2026-02-19,Cash,Completed
O007032,C07336,S001,2025-09-23,Debit,Completed
O007033,C00668,S005,2026-04-16,Cash,Completed
O007034,C09948,S001,2026-05-29,Credit Card,Completed
O007035,C00166,S001,2026-04-01,Debit,Completed
O007036,C08295,S005,2025-10-27,Credit Card,Completed
O007037,C08099,S004,2026-03-25,Cash,Completed
O007038,C09073,S002,2025-11-16,Debit,Completed
O007039,C02358,S005,2025-12-10,Credit Card,Completed
O007040,C00587,S002,2025-12-30,Cash,Completed
O007041,C06308,S001,2025-09-28,Debit,Completed
O007042,C04488,S001,2026-06-02,Cash,Completed
O007043,C04457,S004,2026-06-15,Cash,Completed
O007044,C05603,S006,2026-03-28,Debit,Completed
O007045,C06889,S002,2025-08-01,Cash,Completed
O007046,C00423,S005,2025-09-25,Cash,Completed
O007047,C08386,S004,2026-05-17,Credit Card,Completed
O007048,C03405,S002,2026-05-17,Cash,Completed
O007049,C05935,S006,2026-05-31,Credit Card,Completed
O007050,C06061,S003,2026-01-21,Cash,Completed
O007051,C03225,S001,2025-10-13,Cash,Completed
O007052,C00429,S004,2026-05-02,Cash,Completed
O007053,C01732,S008,2026-01-11,Cash,Completed
O007054,C06784,S008,2026-06-16,Debit,Completed
O007055,C00844,S002,2026-05-28,Credit Card,Completed
O007056,C08465,S004,2026-02-04,Cash,Completed
O007057,C02312,S004,2026-07-28,Credit Card,Completed
O007058,C04381,S002,2025-09-04,Credit Card,Completed
O007059,C02473,S005,2026-07-21,Credit Card,Completed
O007060,C05443,S001,2025-09-07,Debit,Completed
O007061,C08843,S001,2026-06-30,Cash,Completed
O007062,C02086,S001,2026-06-20,Cash,Completed
O007063,C03474,S006,2026-04-20,Debit,Completed
O007064,C09325,S001,2025-11-22,Credit Card,Completed
O007065,C05146,S006,2026-03-30,Credit Card,Completed
O007066,C08732,S008,2026-03-28,Credit Card,Completed
O007067,C08017,S003,2025-12-17,Credit Card,Completed
O007068,C08645,S002,2026-07-20,Debit,Completed
O007069,C04400,S007,2026-03-19,Cash,Completed
O007070,C06653,S003,2026-06-14,Cash,Completed
O007071,C07881,S006,2026-07-09,Credit Card,Completed
O007072,C02451,S003,2025-09-11,Credit Card,Completed
O007073,C04378,S001,2025-07-31,Debit,Completed
O007074,C01636,S008,2025-10-03,Credit Card,Completed
O007075,C04674,S007,2025-12-13,Cash,Completed
O007076,C08856,S003,2026-03-09,Debit,Completed
O007077,C05381,S006,2026-03-03,Credit Card,Completed
O007078,C06342,S006,2025-09-06,Debit,Completed
O007079,C03151,S007,2026-05-31,Credit Card,Completed
O007080,C07609,S007,2026-01-30,Cash,Completed
O007081,C03845,S003,2026-03-23,Debit,Completed
O007082,C06396,S004,2026-05-01,Debit,Completed
O007083,C09684,S006,2025-10-04,Debit,Completed
O007084,C02373,S002,2026-03-10,Debit,Completed
O007085,C09601,S005,2025-12-18,Cash,Completed
O007086,C04605,S005,2026-04-03,Credit Card,Completed
O007087,C01609,S002,2025-08-25,Cash,Completed
O007088,C02311,S001,2026-01-20,Credit Card,Completed
O007089,C01371,S004,2025-10-12,Credit Card,Completed
O007090,C01676,S005,2025-10-26,Cash,Completed
O007091,C06513,S004,2026-01-17,Debit,Completed
O007092,C09055,S005,2025-09-14,Credit Card,Completed
O007093,C02322,S006,2026-03-05,Cash,Completed
O007094,C05922,S005,2026-02-06,Credit Card,Completed
O007095,C06304,S005,2025-09-26,Debit,Completed
O007096,C02317,S001,2026-01-25,Credit Card,Completed
O007097,C09447,S004,2026-01-31,Cash,Completed
O007098,C05005,S005,2025-08-11,Debit,Completed
O007099,C03288,S008,2026-04-21,Credit Card,Completed
O007100,C00495,S007,2026-02-11,Credit Card,Completed
O007101,C03538,S006,2026-04-09,Debit,Completed
O007102,C02663,S006,2025-12-02,Cash,Completed
O007103,C01252,S004,2026-05-20,Debit,Completed
O007104,C01707,S008,2026-01-16,Credit Card,Completed
O007105,C08114,S007,2025-08-31,Credit Card,Completed
O007106,C04054,S004,2026-05-09,Credit Card,Completed
O007107,C07927,S006,2026-01-02,Credit Card,Completed
O007108,C02338,S008,2025-08-03,Cash,Completed
O007109,C03588,S006,2025-10-05,Cash,Completed
O007110,C04357,S003,2026-05-28,Credit Card,Completed
O007111,C05869,S007,2025-11-14,Cash,Completed
O007112,C01134,S007,2026-07-14,Cash,Completed
O007113,C06508,S004,2026-03-16,Debit,Completed
O007114,C09930,S008,2026-03-24,Cash,Completed
O007115,C05929,S005,2025-11-15,Debit,Completed
O007116,C02233,S008,2026-07-20,Credit Card,Completed
O007117,C03149,S002,2025-08-26,Credit Card,Completed
O007118,C02698,S002,2026-02-06,Debit,Completed
O007119,C04720,S008,2026-01-01,Cash,Completed
O007120,C07414,S008,2025-10-29,Credit Card,Completed
O007121,C06777,S007,2026-06-30,Credit Card,Completed
O007122,C02398,S003,2026-01-28,Cash,Completed
O007123,C03987,S007,2026-02-24,Debit,Completed
O007124,C05074,S001,2026-04-27,Cash,Completed
O007125,C07559,S003,2026-07-18,Credit Card,Completed
O007126,C02108,S004,2026-03-15,Credit Card,Completed
O007127,C01389,S006,2025-11-21,Debit,Completed
O007128,C07773,S002,2026-07-18,Credit Card,Completed
O007129,C08387,S007,2025-12-11,Debit,Completed
O007130,C00753,S006,2026-01-31,Debit,Completed
O007131,C04703,S006,2026-04-17,Credit Card,Completed
O007132,C02289,S005,2026-05-17,Debit,Completed
O007133,C05245,S008,2026-03-09,Debit,Completed
O007134,C07300,S003,2026-06-20,Cash,Completed
O007135,C01876,S002,2026-02-05,Debit,Completed
O007136,C02860,S005,2025-11-24,Cash,Completed
O007137,C02714,S004,2026-04-17,Debit,Completed
O007138,C08499,S008,2025-10-22,Cash,Completed
O007139,C03907,S008,2026-01-05,Cash,Completed
O007140,C00490,S001,2025-11-28,Debit,Completed
O007141,C08001,S007,2026-05-11,Cash,Completed
O007142,C05785,S007,2026-04-23,Credit Card,Completed
O007143,C08089,S007,2026-03-27,Debit,Completed
O007144,C07032,S006,2026-06-24,Debit,Completed
O007145,C06106,S001,2025-11-29,Cash,Completed
O007146,C04022,S008,2026-04-24,Debit,Completed
O007147,C06015,S001,2026-06-28,Cash,Completed
O007148,C06923,S003,2025-09-30,Credit Card,Completed
O007149,C03232,S006,2026-03-27,Cash,Completed
O007150,C00939,S003,2026-07-10,Debit,Completed
O007151,C04670,S006,2026-07-05,Cash,Completed
O007152,C06523,S001,2026-06-21,Cash,Completed
O007153,C07030,S007,2026-03-22,Cash,Completed
O007154,C04782,S007,2026-01-26,Debit,Completed
O007155,C05430,S001,2026-02-06,Credit Card,Completed
O007156,C01345,S004,2026-02-03,Credit Card,Completed
O007157,C01300,S001,2026-02-26,Debit,Completed
O007158,C04884,S007,2026-05-13,Debit,Completed
O007159,C09614,S001,2026-03-19,Debit,Completed
O007160,C06527,S001,2026-03-27,Cash,Completed
O007161,C03280,S004,2025-07-31,Cash,Completed
O007162,C02438,S005,2025-10-16,Cash,Completed
O007163,C01245,S001,2025-11-30,Cash,Completed
O007164,C01471,S007,2026-01-08,Debit,Completed
O007165,C09286,S002,2026-03-16,Credit Card,Completed
O007166,C07655,S008,2025-11-21,Cash,Completed
O007167,C07409,S004,2026-03-11,Debit,Completed
O007168,C02280,S001,2026-01-31,Cash,Completed
O007169,C04100,S008,2026-04-08,Debit,Completed
O007170,C07686,S004,2026-02-21,Credit Card,Completed
O007171,C00080,S003,2026-07-25,Credit Card,Completed
O007172,C03899,S005,2025-10-28,Debit,Completed
O007173,C07777,S003,2026-01-18,Cash,Completed
O007174,C06417,S004,2026-04-08,Credit Card,Completed
O007175,C06703,S007,2025-09-06,Debit,Completed
O007176,C08828,S007,2026-04-05,Credit Card,Completed
O007177,C05427,S007,2025-09-26,Cash,Completed
O007178,C05995,S005,2026-07-12,Debit,Completed
O007179,C02471,S005,2025-11-09,Debit,Completed
O007180,C05245,S001,2026-02-23,Credit Card,Completed
O007181,C04423,S002,2025-11-04,Credit Card,Completed
O007182,C03169,S004,2026-01-24,Debit,Completed
O007183,C05697,S003,2026-03-29,Cash,Completed
O007184,C00454,S001,2026-06-28,Credit Card,Completed
O007185,C03046,S003,2025-12-31,Debit,Completed
O007186,C07624,S002,2025-10-13,Debit,Completed
O007187,C03138,S008,2025-08-10,Debit,Completed
O007188,C05171,S005,2026-07-28,Cash,Completed
O007189,C06901,S004,2025-12-13,Debit,Completed
O007190,C08007,S003,2026-03-18,Cash,Completed
O007191,C01569,S001,2025-10-03,Credit Card,Completed
O007192,C08512,S006,2026-04-24,Debit,Completed
O007193,C03753,S001,2025-11-08,Debit,Completed
O007194,C08770,S008,2025-08-04,Credit Card,Completed
O007195,C02438,S007,2025-12-04,Cash,Completed
O007196,C07467,S007,2026-01-22,Debit,Completed
O007197,C00716,S003,2026-05-17,Cash,Completed
O007198,C09408,S008,2025-10-03,Credit Card,Completed
O007199,C07071,S008,2026-03-18,Credit Card,Completed
O007200,C02144,S005,2026-07-22,Cash,Completed
O007201,C03012,S006,2025-12-11,Debit,Completed
O007202,C09660,S003,2026-05-16,Debit,Completed
O007203,C03693,S006,2026-01-21,Cash,Completed
O007204,C04303,S004,2026-07-23,Credit Card,Completed
O007205,C07759,S005,2025-12-28,Debit,Completed
O007206,C06721,S005,2025-08-08,Credit Card,Completed
O007207,C09151,S007,2026-04-28,Credit Card,Completed
O007208,C05958,S005,2025-09-02,Debit,Completed
O007209,C07649,S008,2026-02-24,Debit,Completed
O007210,C00825,S001,2025-08-22,Debit,Completed
O007211,C03315,S008,2025-09-28,Debit,Completed
O007212,C08183,S002,2025-12-12,Cash,Completed
O007213,C08974,S002,2026-06-21,Credit Card,Completed
O007214,C04888,S002,2026-01-19,Debit,Completed
O007215,C02707,S001,2025-11-16,Credit Card,Completed
O007216,C00068,S006,2025-09-18,Cash,Completed
O007217,C00037,S001,2025-12-23,Cash,Completed
O007218,C04171,S006,2026-05-07,Cash,Completed
O007219,C00115,S007,2025-10-25,Cash,Completed
O007220,C05820,S008,2026-01-01,Debit,Completed
O007221,C06707,S002,2026-04-12,Cash,Completed
O007222,C08916,S001,2026-03-12,Credit Card,Completed
O007223,C06446,S002,2025-09-11,Cash,Completed
O007224,C02862,S005,2026-02-05,Debit,Completed
O007225,C03063,S007,2026-05-13,Debit,Completed
O007226,C08066,S008,2026-01-02,Credit Card,Completed
O007227,C00427,S004,2025-08-18,Credit Card,Completed
O007228,C09367,S004,2026-01-07,Debit,Completed
O007229,C01043,S005,2025-09-29,Cash,Completed
O007230,C04778,S005,2026-05-28,Credit Card,Completed
O007231,C04533,S002,2026-01-10,Cash,Completed
O007232,C09831,S005,2026-05-29,Debit,Completed
O007233,C06552,S002,2025-11-26,Cash,Completed
O007234,C08216,S008,2026-07-18,Credit Card,Completed
O007235,C03135,S004,2026-05-27,Credit Card,Completed
O007236,C01658,S008,2026-04-22,Debit,Completed
O007237,C00731,S005,2026-02-25,Cash,Completed
O007238,C00357,S004,2026-06-02,Cash,Completed
O007239,C02320,S004,2025-10-21,Debit,Completed
O007240,C05104,S004,2026-07-05,Cash,Completed
O007241,C03707,S005,2025-12-08,Cash,Completed
O007242,C01886,S006,2026-03-21,Debit,Completed
O007243,C04319,S001,2025-08-17,Debit,Completed
O007244,C07803,S007,2025-12-01,Cash,Completed
O007245,C01297,S002,2026-04-09,Credit Card,Completed
O007246,C03566,S001,2025-10-20,Cash,Completed
O007247,C02695,S002,2025-10-28,Credit Card,Completed
O007248,C06514,S002,2026-06-30,Credit Card,Completed
O007249,C04305,S007,2026-01-06,Debit,Completed
O007250,C04021,S004,2026-01-07,Debit,Completed
O007251,C02249,S007,2025-09-15,Cash,Completed
O007252,C04648,S002,2026-02-15,Debit,Completed
O007253,C04534,S007,2026-04-05,Credit Card,Completed
O007254,C02999,S005,2026-03-17,Debit,Completed
O007255,C06618,S005,2026-01-24,Credit Card,Completed
O007256,C05512,S004,2026-07-17,Debit,Completed
O007257,C02135,S001,2026-01-16,Debit,Completed
O007258,C05878,S007,2025-08-07,Credit Card,Completed
O007259,C09267,S002,2025-08-10,Cash,Completed
O007260,C02230,S002,2026-05-30,Cash,Completed
O007261,C01279,S008,2026-05-14,Credit Card,Completed
O007262,C03062,S006,2025-08-11,Debit,Completed
O007263,C02189,S005,2026-03-25,Credit Card,Completed
O007264,C04569,S005,2026-07-23,Credit Card,Completed
O007265,C05863,S003,2026-06-07,Cash,Completed
O007266,C02205,S003,2026-02-12,Credit Card,Completed
O007267,C02815,S003,2026-03-24,Credit Card,Completed
O007268,C05502,S005,2025-11-30,Debit,Completed
O007269,C06083,S007,2026-06-01,Debit,Completed
O007270,C05474,S003,2026-06-04,Debit,Completed
O007271,C08361,S008,2026-01-07,Cash,Completed
O007272,C07386,S001,2026-06-12,Credit Card,Completed
O007273,C02604,S007,2026-05-16,Cash,Completed
O007274,C02338,S004,2026-06-18,Credit Card,Completed
O007275,C06717,S007,2025-09-02,Debit,Completed
O007276,C08127,S001,2025-08-31,Credit Card,Completed
O007277,C02722,S008,2025-09-08,Cash,Completed
O007278,C04209,S003,2026-02-06,Debit,Completed
O007279,C06584,S002,2026-01-16,Credit Card,Completed
O007280,C07485,S002,2026-02-24,Credit Card,Completed
O007281,C01818,S007,2026-03-21,Debit,Completed
O007282,C05732,S007,2026-02-11,Debit,Completed
O007283,C09039,S008,2026-07-20,Credit Card,Completed
O007284,C06189,S001,2025-12-25,Credit Card,Completed
O007285,C05633,S003,2026-04-09,Cash,Completed
O007286,C07001,S008,2026-02-20,Cash,Completed
O007287,C05091,S001,2026-01-11,Credit Card,Completed
O007288,C05634,S006,2026-07-03,Credit Card,Completed
O007289,C09754,S007,2026-03-03,Debit,Completed
O007290,C07274,S003,2026-02-13,Credit Card,Completed
O007291,C09261,S001,2026-01-20,Cash,Completed
O007292,C05020,S003,2025-08-14,Debit,Completed
O007293,C00307,S003,2026-02-26,Credit Card,Completed
O007294,C01908,S004,2025-08-21,Debit,Completed
O007295,C09238,S006,2026-05-27,Credit Card,Completed
O007296,C01395,S005,2026-07-07,Credit Card,Completed
O007297,C08118,S001,2025-11-24,Debit,Completed
O007298,C04806,S004,2026-04-24,Cash,Completed
O007299,C00775,S002,2025-12-23,Credit Card,Completed
O007300,C01750,S003,2026-02-28,Cash,Completed
O007301,C08483,S001,2025-10-18,Cash,Completed
O007302,C03213,S002,2026-05-22,Debit,Completed
O007303,C06015,S005,2025-07-31,Debit,Completed
O007304,C08019,S002,2025-11-05,Cash,Completed
O007305,C06735,S001,2026-03-19,Debit,Completed
O007306,C02455,S001,2026-05-20,Cash,Completed
O007307,C09132,S007,2026-02-23,Credit Card,Completed
O007308,C00043,S002,2025-12-01,Credit Card,Completed
O007309,C03705,S005,2025-10-07,Credit Card,Completed
O007310,C01432,S007,2025-12-12,Credit Card,Completed
O007311,C05779,S007,2025-10-21,Cash,Completed
O007312,C01817,S005,2026-04-23,Debit,Completed
O007313,C00306,S005,2026-07-06,Cash,Completed
O007314,C06748,S008,2026-06-08,Debit,Completed
O007315,C08614,S006,2025-10-23,Cash,Completed
O007316,C05197,S004,2025-08-28,Credit Card,Completed
O007317,C07457,S005,2026-02-13,Debit,Completed
O007318,C07480,S008,2026-01-08,Credit Card,Completed
O007319,C07032,S008,2026-05-27,Credit Card,Completed
O007320,C07924,S008,2026-03-20,Debit,Completed
O007321,C08529,S006,2026-03-20,Cash,Completed
O007322,C00401,S005,2026-02-26,Cash,Completed
O007323,C01148,S002,2025-08-23,Debit,Completed
O007324,C05742,S004,2026-01-15,Cash,Completed
O007325,C04476,S004,2026-04-27,Debit,Completed
O007326,C00503,S001,2026-07-27,Cash,Completed
O007327,C08421,S006,2026-01-25,Debit,Completed
O007328,C06697,S004,2026-03-14,Debit,Completed
O007329,C09345,S008,2026-07-07,Cash,Completed
O007330,C09041,S005,2025-10-26,Cash,Completed
O007331,C08610,S001,2025-08-24,Debit,Completed
O007332,C09917,S006,2026-01-09,Debit,Completed
O007333,C05984,S002,2025-12-06,Debit,Completed
O007334,C03872,S001,2025-08-01,Credit Card,Completed
O007335,C01523,S008,2026-02-22,Debit,Completed
O007336,C01991,S002,2026-03-14,Cash,Completed
O007337,C03072,S003,2026-03-20,Debit,Completed
O007338,C05830,S001,2026-05-07,Credit Card,Completed
O007339,C02523,S006,2025-10-04,Cash,Completed
O007340,C05706,S003,2025-11-10,Cash,Completed
O007341,C08817,S008,2026-06-06,Cash,Completed
O007342,C06944,S007,2025-10-23,Credit Card,Completed
O007343,C07594,S003,2025-10-12,Credit Card,Completed
O007344,C00697,S002,2026-03-29,Credit Card,Completed
O007345,C01573,S007,2025-09-26,Cash,Completed
O007346,C01825,S002,2025-09-06,Credit Card,Completed
O007347,C09728,S006,2026-02-09,Credit Card,Completed
O007348,C05719,S006,2025-07-28,Cash,Completed
O007349,C01057,S005,2025-08-18,Credit Card,Completed
O007350,C09198,S003,2026-02-06,Credit Card,Completed
O007351,C07452,S004,2025-11-12,Debit,Completed
O007352,C03281,S002,2026-07-19,Cash,Completed
O007353,C03555,S004,2026-01-20,Credit Card,Completed
O007354,C00350,S005,2025-10-30,Cash,Completed
O007355,C02582,S007,2026-06-23,Cash,Completed
O007356,C09311,S005,2026-04-06,Cash,Completed
O007357,C07671,S006,2026-03-25,Debit,Completed
O007358,C00564,S006,2026-07-04,Credit Card,Completed
O007359,C09117,S006,2025-10-13,Credit Card,Completed
O007360,C04436,S005,2026-03-08,Debit,Completed
O007361,C08285,S007,2026-01-24,Debit,Completed
O007362,C06713,S006,2026-03-20,Cash,Completed
O007363,C02236,S007,2026-07-10,Credit Card,Completed
O007364,C07863,S007,2025-08-23,Cash,Completed
O007365,C09272,S001,2025-11-30,Debit,Completed
O007366,C09435,S006,2026-01-09,Credit Card,Completed
O007367,C00355,S003,2025-09-05,Credit Card,Completed
O007368,C09142,S006,2025-10-09,Credit Card,Completed
O007369,C05845,S007,2025-11-14,Cash,Completed
O007370,C00292,S008,2025-11-15,Credit Card,Completed
O007371,C03335,S003,2026-01-04,Debit,Completed
O007372,C08307,S007,2026-07-03,Cash,Completed
O007373,C04237,S008,2026-05-24,Debit,Completed
O007374,C07327,S007,2025-09-10,Debit,Completed
O007375,C08088,S006,2025-11-23,Debit,Completed
O007376,C05395,S005,2026-07-28,Debit,Completed
O007377,C01257,S001,2026-07-11,Cash,Completed
O007378,C09518,S003,2026-01-09,Debit,Completed
O007379,C09585,S004,2026-02-09,Debit,Completed
O007380,C00046,S007,2026-07-03,Credit Card,Completed
O007381,C07929,S003,2025-10-19,Debit,Completed
O007382,C02975,S001,2026-05-23,Credit Card,Completed
O007383,C08785,S006,2026-04-15,Cash,Completed
O007384,C07850,S002,2025-12-22,Debit,Completed
O007385,C06573,S008,2025-10-04,Credit Card,Completed
O007386,C00666,S004,2025-10-31,Credit Card,Completed
O007387,C02415,S008,2026-05-08,Credit Card,Completed
O007388,C02918,S002,2026-05-21,Debit,Completed
O007389,C04678,S001,2026-04-27,Debit,Completed
O007390,C06948,S006,2025-10-13,Credit Card,Completed
O007391,C06551,S006,2026-04-27,Debit,Completed
O007392,C06525,S005,2026-03-14,Debit,Completed
O007393,C02403,S006,2026-01-19,Cash,Completed
O007394,C09647,S002,2025-08-30,Credit Card,Completed
O007395,C07421,S002,2026-04-20,Credit Card,Completed
O007396,C05875,S005,2025-09-02,Debit,Completed
O007397,C00439,S005,2026-02-17,Credit Card,Completed
O007398,C06693,S002,2026-05-17,Cash,Completed
O007399,C01141,S003,2026-01-06,Debit,Completed
O007400,C09379,S001,2026-06-05,Credit Card,Completed
O007401,C04229,S005,2026-07-23,Debit,Completed
O007402,C05186,S002,2025-12-16,Cash,Completed
O007403,C00514,S001,2026-01-17,Credit Card,Completed
O007404,C04273,S005,2025-09-01,Credit Card,Completed
O007405,C04902,S002,2026-01-12,Debit,Completed
O007406,C00487,S008,2026-04-26,Debit,Completed
O007407,C00836,S006,2026-02-18,Cash,Completed
O007408,C02641,S005,2025-09-10,Cash,Completed
O007409,C05755,S006,2025-12-28,Debit,Completed
O007410,C08490,S002,2026-05-17,Credit Card,Completed
O007411,C07320,S005,2026-03-28,Cash,Completed
O007412,C01825,S006,2025-11-18,Credit Card,Completed
O007413,C05043,S008,2025-08-16,Credit Card,Completed
O007414,C05359,S006,2026-03-13,Credit Card,Completed
O007415,C07937,S003,2026-02-08,Cash,Completed
O007416,C01108,S006,2026-06-22,Cash,Completed
O007417,C06018,S008,2026-03-17,Cash,Completed
O007418,C08768,S001,2026-05-08,Credit Card,Completed
O007419,C06458,S004,2026-06-01,Cash,Completed
O007420,C08316,S003,2026-05-19,Cash,Completed
O007421,C03629,S004,2026-03-13,Debit,Completed
O007422,C08495,S003,2025-07-28,Credit Card,Completed
O007423,C07512,S005,2026-01-31,Credit Card,Completed
O007424,C08679,S003,2026-04-29,Credit Card,Completed
O007425,C01112,S005,2025-10-23,Credit Card,Completed
O007426,C04677,S002,2025-09-12,Debit,Completed
O007427,C00730,S006,2025-10-22,Debit,Completed
O007428,C07855,S002,2026-07-23,Credit Card,Completed
O007429,C08838,S002,2025-08-25,Credit Card,Completed
O007430,C06262,S004,2026-04-20,Cash,Completed
O007431,C01522,S001,2025-10-12,Debit,Completed
O007432,C02364,S007,2026-06-30,Cash,Completed
O007433,C05189,S001,2026-03-11,Cash,Completed
O007434,C04994,S001,2026-04-28,Debit,Completed
O007435,C00238,S003,2026-03-08,Debit,Completed
O007436,C08702,S005,2026-01-05,Cash,Completed
O007437,C04404,S008,2025-11-30,Debit,Completed
O007438,C00044,S004,2025-08-26,Credit Card,Completed
O007439,C08981,S001,2026-05-13,Credit Card,Completed
O007440,C02647,S001,2026-02-26,Debit,Completed
O007441,C00953,S005,2026-01-29,Cash,Completed
O007442,C08573,S003,2025-12-02,Credit Card,Completed
O007443,C01272,S001,2026-04-21,Credit Card,Completed
O007444,C03955,S002,2025-11-11,Debit,Completed
O007445,C04088,S003,2026-05-11,Credit Card,Completed
O007446,C07026,S008,2026-02-18,Cash,Completed
O007447,C03403,S008,2026-07-28,Debit,Completed
O007448,C03689,S007,2026-06-05,Cash,Completed
O007449,C05438,S002,2025-09-26,Cash,Completed
O007450,C03577,S004,2025-10-05,Debit,Completed
O007451,C06791,S005,2026-03-22,Credit Card,Completed
O007452,C08157,S005,2026-05-01,Credit Card,Completed
O007453,C02717,S008,2026-02-13,Debit,Completed
O007454,C05112,S007,2026-01-31,Debit,Completed
O007455,C05074,S002,2026-05-14,Cash,Completed
O007456,C06335,S003,2026-03-22,Cash,Completed
O007457,C05357,S007,2026-03-22,Cash,Completed
O007458,C05870,S006,2026-03-25,Debit,Completed
O007459,C02661,S008,2025-08-06,Credit Card,Completed
O007460,C07550,S005,2026-07-20,Credit Card,Completed
O007461,C06768,S007,2026-02-07,Debit,Completed
O007462,C01491,S006,2026-07-26,Credit Card,Completed
O007463,C05036,S003,2025-09-25,Cash,Completed
O007464,C05323,S003,2026-03-06,Debit,Completed
O007465,C08234,S008,2026-07-19,Debit,Completed
O007466,C00150,S008,2026-02-24,Credit Card,Completed
O007467,C09417,S007,2025-08-08,Cash,Completed
O007468,C07724,S007,2025-08-07,Credit Card,Completed
O007469,C01271,S004,2025-08-29,Credit Card,Completed
O007470,C01112,S005,2025-09-12,Credit Card,Completed
